id,name,type,address,phone,email,source
683,City Express 272,Restaurant,"707, Market Lane, Magarpatta, Pune - 411028",7573257375,cityexpress27287@outlook.com,synthetic
6030,Galaxy Cafe 295,Restaurant,"4, Market Lane, Wagholi, Pune - 411028",7286444947,,synthetic
12471,Citi Treat 99,Restaurant,"354, Central Street, Ambegaon, Pune - 411018",8618790299,cititreat992@yahoo.com,synthetic
151,Sunrise Hotel 1314,Hotel,"71, MG Road, Hadapsar, Pune - 411001",8753269731,,synthetic
19409,Palace Hotel 1730,Hotel,"105, Central Street, Koregaon Park, Pune - 411018",8548870493,,synthetic
5565,Metro Hotel 13,Hotel,"94, MG Road, Undri, Pune - 411004",8217091177,,synthetic
3412,Lotus Hotel 235,Hotel,"745, Market Lane, Pashan, Pune - 411018",6492225716,,synthetic
8295,Palace Chow 104,Restaurant,"126, Market Lane, Kharadi, Pune - 411029",6338068301,,synthetic
14878,Comfort Street 238,Restaurant,"470, MG Road, NIBM Road, Pune - 411028",8765972807,comfortstreet23854@yahoo.com,synthetic
14837,Green Lodge 529,Lodge,"175, Main Rd, Bopodi, Pune - 411004",9518449249,,synthetic
8529,Urban Hotel 1258,Hotel,"5, Central Street, Deccan Gymkhana, Pune - 411018",8037497422,,synthetic
9148,Green Hotel 1073,Hotel,"628, Market Lane, Undri, Pune - 411028",7388645780,greenhotel107396@gmail.com,synthetic
16831,Phoenix Platter 150,Restaurant,"10, Lane No. 7, Pashan, Pune - 411045",7939375345,phoenixplatter15083@info.com,synthetic
5459,Elite Express 221,Restaurant,"306, MG Road, Undri, Pune - 411001",7886915030,eliteexpress22112@yahoo.com,synthetic
6139,Royal Hotel 440,Hotel,"772, Station Road, Deccan Gymkhana, Pune - 411018",6499895956,royalhotel44059@outlook.com,synthetic
4437,Metro Hotel 370,Hotel,"156, MG Road, Ambegaon, Pune - 411028",8475317841,,synthetic
14820,Comfort Lodge 1009,Lodge,"820, MG Road, Deccan Gymkhana, Pune - 411004",8910048468,,synthetic
4316,Green Chow 192,Restaurant,"277, Station Road, Sinhagad Road, Pune - 411004",6679936891,,synthetic
15113,Elite Delights 160,Restaurant,"489, Main Rd, Erandwane, Pune - 411001",9828527880,elitedelights1606@yahoo.com,synthetic
2662,Elite Tadka 151,Restaurant,"602, Central Street, Baner, Pune - 411014",9296705035,elitetadka15122@yahoo.com,synthetic
17552,Green Hotel 979,Hotel,"436, Market Lane, Model Colony, Pune - 411014",6366175873,greenhotel9791@business.com,synthetic
13025,Blue Lodge 1077,Lodge,"777, Station Road, Chinchwad, Pune - 411001",7694700485,,synthetic
13864,Palace Hotel 606,Hotel,"569, MG Road, Aundh, Pune - 411045",8957514911,palacehotel60691@business.com,synthetic
3789,Lotus Room 177,Restaurant,"867, Main Rd, Shivaji Nagar, Pune - 411029",7296730746,,synthetic
16135,Grand Express 286,Restaurant,"647, MG Road, Bibwewadi, Pune - 411004",,,synthetic
1277,Urban Spice 66,Restaurant,"462, Lane No. 17, Sinhagad Road, Pune - 411029",9584168061,,synthetic
16331,Phoenix Lodge 1482,Lodge,"361, Market Lane, Pashan, Pune - 411045",9574315104,,synthetic
5906,The Spice 278,Restaurant,"241, Main Rd, Wagholi, Pune - 411045",6336454950,,synthetic
5116,City Delights 138,Restaurant,"640, Central Street, NIBM Road, Pune - 411029",8465840352,citydelights13810@yahoo.com,synthetic
12693,Metro Hotel 624,Hotel,"700, MG Road, Wagholi, Pune - 411014",6153338930,,synthetic
117,Palace Lodge 1139,Lodge,"49, Lane No. 12, Talawade, Pune - 411045",7662462873,,synthetic
16269,Urban Hotel 487,Hotel,"637, Main Rd, Narhe, Pune - 411028",6960912321,,synthetic
17630,The Hotel 1130,Hotel,"326, Main Rd, Bopodi, Pune - 411045",,thehotel113036@gmail.com,synthetic
18770,Lotus Fusion 6,Restaurant,"257, Lane No. 16, Talawade, Pune - 411001",7814901059,lotusfusion614@gmail.com,synthetic
11725,Phoenix Table 168,Restaurant,"966, Lane No. 3, Talawade, Pune - 411004",7577344560,,synthetic
1113,Green Table 255,Restaurant,"536, MG Road, Kalyani Nagar, Pune - 411001",8038856811,greentable25579@info.com,synthetic
17399,Urban Hotel 355,Hotel,"343, Market Lane, Kondhwa, Pune - 411029",7972821098,,synthetic
19675,The House 85,Restaurant,"505, Station Road, Wakad, Pune - 411018",,,synthetic
15810,Royal Hotel 252,Hotel,"269, Market Lane, Bopodi, Pune - 411045",9521995484,royalhotel25294@info.com,synthetic
19561,Galaxy Room 156,Restaurant,"362, Market Lane, Chinchwad, Pune - 411045",8977582840,,synthetic
18585,Saffron Hotel 469,Hotel,"543, Lane No. 4, Aundh, Pune - 411028",6549226458,saffronhotel46941@yahoo.com,synthetic
3652,Lotus Garden 251,Restaurant,"439, Market Lane, Hadapsar, Pune - 411014",8483375573,lotusgarden25144@gmail.com,synthetic
8337,Grand Hotel 1583,Hotel,"174, Station Road, Erandwane, Pune - 411001",6892293068,,synthetic
1256,Ommart Hotel 338,Hotel,"825, Lane No. 8, FC Road, Pune - 411001",8094523759,ommarthotel33877@outlook.com,synthetic
3685,Phoenix Hotel 139,Hotel,"88, MG Road, NIBM Road, Pune - 411001",6982622555,phoenixhotel13939@gmail.com,synthetic
14025,Metro Table 80,Restaurant,"505, MG Road, NIBM Road, Pune - 411014",7305286125,metrotable8097@yahoo.com,synthetic
15432,Metro Hotel 533,Hotel,"854, Main Rd, Wakad, Pune - 411004",9624104779,,synthetic
18985,Lotus Hotel 1386,Hotel,"142, Central Street, Nagar Road, Pune - 411004",8912084274,,synthetic
13692,Hotel Lodge 411,Lodge,"231, MG Road, Hadapsar, Pune - 411001",7460110224,hotellodge41110@gmail.com,synthetic
2482,Lotus Room 130,Restaurant,"915, Main Rd, Wakad, Pune - 411045",6664710793,lotusroom13057@outlook.com,synthetic
7859,Citi Hotel 820,Hotel,"316, Station Road, Sinhagad Road, Pune - 411028",6323885156,citihotel82072@business.com,synthetic
7712,Grand Lodge 1500,Lodge,"349, Central Street, Hinjewadi, Pune - 411028",6222997712,,synthetic
10157,City Lodge 878,Lodge,"21, MG Road, Model Colony, Pune - 411018",7509342788,citylodge87878@outlook.com,synthetic
17406,Sunrise Grill 82,Restaurant,"610, Lane No. 12, NIBM Road, Pune - 411028",8828603412,sunrisegrill8261@info.com,synthetic
830,Phoenix Lodge 1172,Lodge,"946, MG Road, Pashan, Pune - 411014",7039464083,phoenixlodge117258@yahoo.com,synthetic
17545,City Hotel 1436,Hotel,"517, Central Street, Bavdhan, Pune - 411014",7266934642,cityhotel143695@gmail.com,synthetic
1603,Phoenix Garden 294,Restaurant,"7, Main Rd, Narhe, Pune - 411001",9891199256,,synthetic
16863,Galaxy Lodge 1493,Lodge,"731, Main Rd, Bibwewadi, Pune - 411014",6858910649,,synthetic
3059,Hotel Hotel 1718,Hotel,"743, Station Road, Sinhagad Road, Pune - 411028",7201173101,hotelhotel171815@gmail.com,synthetic
14738,Royal Hotel 590,Hotel,"463, Station Road, Hinjewadi, Pune - 411028",7818952217,,synthetic
10824,Hotel Spice 58,Restaurant,"95, MG Road, Nagar Road, Pune - 411045",7968508877,hotelspice5886@outlook.com,synthetic
16050,Hotel Bistro 19,Restaurant,"694, Central Street, Narhe, Pune - 411018",6095250753,,synthetic
15950,Phoenix Hotel 167,Hotel,"686, Central Street, Sinhagad Road, Pune - 411029",7725092654,,synthetic
5260,Sunrise Tadka 189,Restaurant,"918, Market Lane, Bibwewadi, Pune - 411001",8155631440,sunrisetadka18988@info.com,synthetic
10462,Phoenix Hotel 254,Hotel,"555, Station Road, Camp, Pune - 411004",7188754568,phoenixhotel25417@yahoo.com,synthetic
11907,Blue Bistro 219,Restaurant,"85, Central Street, Chinchwad, Pune - 411045",9664618236,bluebistro21941@info.com,synthetic
9364,Green Kitchen 281,Restaurant,"185, Market Lane, Kalyani Nagar, Pune - 411014",8963535265,,synthetic
17871,Saffron Treat 58,Restaurant,"501, Central Street, Camp, Pune - 411045",9026473048,saffrontreat5876@info.com,synthetic
13964,Citi Hotel 163,Hotel,"730, Lane No. 5, Bavdhan, Pune - 411029",9515973409,citihotel16388@business.com,synthetic
16957,Ommart Hotel 1960,Hotel,"367, MG Road, Dhanori, Pune - 411014",8862758451,ommarthotel196039@outlook.com,synthetic
1922,Metro Tadka 70,Restaurant,"794, Main Rd, Dhanori, Pune - 411001",9599944261,metrotadka7043@outlook.com,synthetic
11076,Royal Taste 254,Restaurant,"20, MG Road, Viman Nagar, Pune - 411001",7022747943,royaltaste25470@business.com,synthetic
10779,Royal Hotel 1219,Hotel,"181, Station Road, Nagar Road, Pune - 411028",8787058269,royalhotel121970@info.com,synthetic
9521,City Hotel 780,Hotel,"528, Main Rd, Kondhwa, Pune - 411004",,cityhotel78098@outlook.com,synthetic
11319,Green House 101,Restaurant,"516, MG Road, Magarpatta, Pune - 411029",9633819904,greenhouse10173@business.com,synthetic
12232,Lotus Bistro 128,Restaurant,"787, Market Lane, Talawade, Pune - 411045",,lotusbistro12880@business.com,synthetic
7597,Urban Hotel 1208,Hotel,"591, Central Street, Pashan, Pune - 411028",7003827874,urbanhotel12087@info.com,synthetic
15346,Saffron Kitchen 137,Restaurant,"58, Lane No. 12, Bibwewadi, Pune - 411045",8960245061,saffronkitchen1375@info.com,synthetic
3852,Citi Hotel 148,Hotel,"78, Main Rd, Viman Nagar, Pune - 411029",7405744870,,synthetic
3939,Blue Hotel 1519,Hotel,"304, MG Road, Kalyani Nagar, Pune - 411001",9437455766,,synthetic
13865,Lotus Hotel 1538,Hotel,"654, Market Lane, Kharadi, Pune - 411004",7541215515,,synthetic
4497,City Kitchen 32,Restaurant,"880, Main Rd, Hinjewadi, Pune - 411045",9156339180,,synthetic
14157,Green Hotel 299,Hotel,"397, Main Rd, Camp, Pune - 411001",9484797166,greenhotel29973@yahoo.com,synthetic
7890,Grand Hotel 1852,Hotel,"913, Market Lane, Bibwewadi, Pune - 411014",7028269847,grandhotel185271@gmail.com,synthetic
14719,Saffron Lodge 1686,Lodge,"407, Station Road, Chinchwad, Pune - 411004",8663528299,saffronlodge168631@business.com,synthetic
14337,Ommart Hotel 855,Hotel,"126, Main Rd, Camp, Pune - 411001",7613932884,,synthetic
6536,Palace Cafe 12,Restaurant,"77, Central Street, Nagar Road, Pune - 411004",8269879664,palacecafe1288@yahoo.com,synthetic
3608,Elite Dine 43,Restaurant,"858, Main Rd, Shivaji Nagar, Pune - 411045",9225011287,,synthetic
13896,Metro Hotel 378,Hotel,"175, Market Lane, Wagholi, Pune - 411001",9035451122,metrohotel37865@outlook.com,synthetic
1321,Hotel Lodge 1383,Lodge,"938, Market Lane, Dhanori, Pune - 411018",9420667015,hotellodge138341@business.com,synthetic
12753,Blue Hotel 1706,Hotel,"251, MG Road, Hadapsar, Pune - 411045",6815204481,bluehotel17061@outlook.com,synthetic
17281,Urban Lodge 414,Lodge,"291, Main Rd, Magarpatta, Pune - 411004",7346887938,,synthetic
13540,Hotel Chow 224,Restaurant,"249, Lane No. 4, Undri, Pune - 411004",6917693174,hotelchow22477@outlook.com,synthetic
169,City Hotel 120,Hotel,"543, MG Road, Nagar Road, Pune - 411014",,cityhotel12085@yahoo.com,synthetic
18390,Urban Lodge 363,Lodge,"323, Station Road, Kalyani Nagar, Pune - 411001",8213554577,urbanlodge36352@outlook.com,synthetic
12500,Citi Hotel 1814,Hotel,"50, Market Lane, Ambegaon, Pune - 411014",9792250166,,synthetic
17646,Metro Hotel 1088,Hotel,"190, Central Street, Nagar Road, Pune - 411004",7075538222,metrohotel108862@business.com,synthetic
13350,Galaxy Hotel 1983,Hotel,"932, Station Road, Undri, Pune - 411001",6588357369,,synthetic
12781,Galaxy Fusion 251,Restaurant,"711, Station Road, Talawade, Pune - 411004",7331142431,,synthetic
14065,Palace Hotel 1800,Hotel,"265, Station Road, Kothrud, Pune - 411018",9194586327,,synthetic
399,Saffron Lodge 475,Lodge,"541, Station Road, FC Road, Pune - 411029",9467179576,saffronlodge47537@yahoo.com,synthetic
6028,City Treat 16,Restaurant,"480, Central Street, Bibwewadi, Pune - 411029",7548124615,citytreat1675@business.com,synthetic
5866,Phoenix Hotel 735,Hotel,"709, Main Rd, Chinchwad, Pune - 411004",7967956151,phoenixhotel7352@gmail.com,synthetic
150,Lotus Hotel 20,Hotel,"713, Main Rd, Koregaon Park, Pune - 411028",8713611155,,synthetic
3070,The Hotel 802,Hotel,"122, Main Rd, Chinchwad, Pune - 411045",6278566217,,synthetic
16255,Phoenix Delights 149,Restaurant,"944, Lane No. 12, Deccan Gymkhana, Pune - 411028",6685038922,phoenixdelights14949@business.com,synthetic
95,Metro Platter 155,Restaurant,"251, Central Street, Nagar Road, Pune - 411004",9276773592,metroplatter15592@outlook.com,synthetic
17436,Royal Hotel 903,Hotel,"916, Central Street, Aundh, Pune - 411014",9669074104,royalhotel90378@info.com,synthetic
13578,Sunrise Hotel 1366,Hotel,"554, Central Street, Sinhagad Road, Pune - 411001",9606018654,,synthetic
11959,Lotus Treat 236,Restaurant,"222, Lane No. 13, Camp, Pune - 411018",6524119675,lotustreat23666@outlook.com,synthetic
13335,Lotus Hotel 1644,Hotel,"769, Station Road, Bibwewadi, Pune - 411045",,lotushotel164437@info.com,synthetic
6068,Saffron Hotel 835,Hotel,"117, Main Rd, Dhanori, Pune - 411014",9869744625,saffronhotel83525@yahoo.com,synthetic
12819,Phoenix Lodge 561,Lodge,"700, MG Road, FC Road, Pune - 411004",7528107206,phoenixlodge56126@business.com,synthetic
1497,Metro Hotel 290,Hotel,"845, Market Lane, Narhe, Pune - 411014",6562699620,metrohotel29081@outlook.com,synthetic
6661,Sunrise Lodge 1218,Lodge,"220, Market Lane, Koregaon Park, Pune - 411014",8103113995,sunriselodge121884@info.com,synthetic
13252,Phoenix Lodge 93,Lodge,"303, Lane No. 2, Deccan Gymkhana, Pune - 411014",9090866486,phoenixlodge9384@outlook.com,synthetic
6872,Blue Kitchen 276,Restaurant,"10, Market Lane, Wakad, Pune - 411014",6142877488,,synthetic
12216,Hotel Hotel 890,Hotel,"870, Station Road, Koregaon Park, Pune - 411028",,,synthetic
7862,Galaxy Hotel 1889,Hotel,"816, Market Lane, Dhanori, Pune - 411045",7405602155,galaxyhotel188967@info.com,synthetic
7145,Urban Hotel 1033,Hotel,"826, Main Rd, Hadapsar, Pune - 411029",7393166111,urbanhotel103327@business.com,synthetic
17787,Green Delights 49,Restaurant,"382, Main Rd, Pimple Saudagar, Pune - 411029",8771776596,greendelights4991@outlook.com,synthetic
18603,Ommart Delights 230,Restaurant,"53, Main Rd, Kothrud, Pune - 411045",,ommartdelights23072@outlook.com,synthetic
3747,Comfort Chow 131,Restaurant,"475, Lane No. 15, Hadapsar, Pune - 411001",9045288764,,synthetic
12244,The Hotel 863,Hotel,"3, Market Lane, Shivaji Nagar, Pune - 411029",9803491908,,synthetic
16967,Grand Hotel 1556,Hotel,"555, MG Road, Nagar Road, Pune - 411029",,,synthetic
9195,Lotus Treat 240,Restaurant,"86, Station Road, Model Colony, Pune - 411001",6259292472,lotustreat24082@yahoo.com,synthetic
19310,Lotus Hotel 1858,Hotel,"381, Lane No. 12, Undri, Pune - 411018",7775386954,,synthetic
19480,Lotus Hotel 1085,Hotel,"269, MG Road, Deccan Gymkhana, Pune - 411029",6561503242,,synthetic
1930,Galaxy Lodge 849,Lodge,"345, MG Road, Model Colony, Pune - 411045",7957812731,galaxylodge84937@yahoo.com,synthetic
12831,Saffron Hotel 229,Hotel,"312, Lane No. 11, Magarpatta, Pune - 411028",7218723839,,synthetic
10440,Hotel Hotel 1578,Hotel,"646, Lane No. 12, Hinjewadi, Pune - 411001",9052678345,hotelhotel157852@gmail.com,synthetic
14999,City Corner 106,Restaurant,"775, Lane No. 17, Hinjewadi, Pune - 411018",7615103529,citycorner10645@outlook.com,synthetic
1968,City Hotel 30,Hotel,"55, Central Street, Kothrud, Pune - 411018",7142024843,,synthetic
9782,The Hotel 1494,Hotel,"639, Lane No. 2, Hinjewadi, Pune - 411004",9097686532,thehotel149458@outlook.com,synthetic
13253,Elite Hotel 1951,Hotel,"185, Main Rd, Aundh, Pune - 411018",8047812714,elitehotel195137@outlook.com,synthetic
1635,Elite Hotel 1813,Hotel,"34, Main Rd, Baner, Pune - 411029",7226230036,elitehotel181358@yahoo.com,synthetic
8785,Comfort Hotel 7,Hotel,"932, Lane No. 12, Kothrud, Pune - 411029",6056353060,,synthetic
6614,Comfort Express 121,Restaurant,"22, Central Street, Model Colony, Pune - 411004",9313784326,comfortexpress12128@outlook.com,synthetic
10740,Phoenix Hotel 224,Hotel,"641, Station Road, Sahakarnagar, Pune - 411004",8087408673,phoenixhotel22432@info.com,synthetic
7709,Lotus Hotel 730,Hotel,"132, Main Rd, Nagar Road, Pune - 411029",7033441860,,synthetic
19501,Hotel Hotel 1237,Hotel,"750, Station Road, Kondhwa, Pune - 411004",9473722879,hotelhotel123761@gmail.com,synthetic
15880,Hotel Corner 254,Restaurant,"743, MG Road, Nagar Road, Pune - 411028",9771395778,hotelcorner25479@info.com,synthetic
11140,Lotus Hotel 1051,Hotel,"257, Market Lane, FC Road, Pune - 411014",8527243563,,synthetic
9353,Ommart Grill 22,Restaurant,"96, Lane No. 13, Kharadi, Pune - 411029",7147760571,,synthetic
1480,Comfort Hotel 1545,Hotel,"785, Lane No. 7, Nagar Road, Pune - 411028",9009406565,,synthetic
7914,Lotus Lodge 784,Lodge,"758, Lane No. 20, Undri, Pune - 411029",6855933292,lotuslodge78493@yahoo.com,synthetic
7337,Blue Treat 185,Restaurant,"349, Central Street, Baner, Pune - 411029",9867633522,bluetreat1856@outlook.com,synthetic
1499,City Lodge 1145,Lodge,"631, Lane No. 16, Bavdhan, Pune - 411014",8871295145,citylodge114592@gmail.com,synthetic
18384,Metro House 198,Restaurant,"707, MG Road, Camp, Pune - 411004",8252205735,metrohouse19851@yahoo.com,synthetic
8901,Citi Hotel 490,Hotel,"509, Station Road, Sinhagad Road, Pune - 411029",8198340473,citihotel49054@business.com,synthetic
15896,Palace Fusion 292,Restaurant,"652, Market Lane, Wagholi, Pune - 411001",7919520883,palacefusion29282@yahoo.com,synthetic
12617,Royal Corner 117,Restaurant,"514, Market Lane, Talawade, Pune - 411004",9435960995,,synthetic
5720,Citi Hotel 823,Hotel,"798, Market Lane, Pashan, Pune - 411004",6642649390,,synthetic
12289,Blue Hotel 1592,Hotel,"963, Market Lane, Wagholi, Pune - 411018",7595582167,bluehotel159231@yahoo.com,synthetic
1333,Green Hotel 1213,Hotel,"802, Station Road, Bopodi, Pune - 411014",7292645633,greenhotel121359@yahoo.com,synthetic
7271,City Hotel 1261,Hotel,"982, MG Road, NIBM Road, Pune - 411018",9546911883,,synthetic
13846,City Dine 174,Restaurant,"637, Market Lane, Wakad, Pune - 411018",6518211416,citydine17428@info.com,synthetic
13166,Phoenix Express 253,Restaurant,"988, Lane No. 11, Baner, Pune - 411018",9880368605,phoenixexpress25362@info.com,synthetic
2689,Urban Hotel 382,Hotel,"119, Market Lane, Camp, Pune - 411029",6783435859,urbanhotel38278@info.com,synthetic
1715,Lotus Bistro 97,Restaurant,"881, Main Rd, NIBM Road, Pune - 411004",6005994696,lotusbistro9778@yahoo.com,synthetic
17589,Royal Hotel 1862,Hotel,"94, Main Rd, Hadapsar, Pune - 411028",,,synthetic
10614,The Hotel 1840,Hotel,"676, Market Lane, Sinhagad Road, Pune - 411001",9938157663,,synthetic
15076,City Grill 215,Restaurant,"228, MG Road, Kondhwa, Pune - 411028",7735932660,citygrill21533@gmail.com,synthetic
11196,Elite Kitchen 80,Restaurant,"791, Central Street, Kharadi, Pune - 411045",7019311585,,synthetic
15354,Green Dine 261,Restaurant,"956, Main Rd, Narhe, Pune - 411004",6097911547,greendine26125@info.com,synthetic
17389,Lotus Hotel 590,Hotel,"405, Central Street, Chinchwad, Pune - 411029",8620078697,,synthetic
3856,Green Hotel 1636,Hotel,"146, MG Road, Model Colony, Pune - 411028",8444830410,,synthetic
16427,Hotel Hotel 1043,Hotel,"972, Main Rd, Kondhwa, Pune - 411004",9631430021,hotelhotel104341@yahoo.com,synthetic
4114,Grand Bistro 255,Restaurant,"588, MG Road, Magarpatta, Pune - 411014",9623252874,grandbistro2554@yahoo.com,synthetic
8226,Green Cafe 118,Restaurant,"614, Lane No. 6, Wagholi, Pune - 411028",6321387493,greencafe11842@outlook.com,synthetic
14864,Grand Hotel 154,Hotel,"61, Central Street, Bopodi, Pune - 411004",7790322326,grandhotel15476@yahoo.com,synthetic
2716,Phoenix Hotel 324,Hotel,"343, Main Rd, Pimple Saudagar, Pune - 411014",8802944627,phoenixhotel32442@gmail.com,synthetic
11371,The Hotel 724,Hotel,"915, Market Lane, Viman Nagar, Pune - 411001",8451607314,,synthetic
317,Phoenix Lodge 1913,Lodge,"858, Station Road, Hadapsar, Pune - 411028",6239504102,phoenixlodge191361@outlook.com,synthetic
6979,Ommart Corner 160,Restaurant,"527, Main Rd, Undri, Pune - 411018",8530243242,,synthetic
15520,Citi Hotel 983,Hotel,"838, MG Road, Camp, Pune - 411014",9501770247,citihotel98360@yahoo.com,synthetic
18486,Saffron Corner 258,Restaurant,"906, Lane No. 1, Hinjewadi, Pune - 411029",,,synthetic
19631,Metro Hotel 1017,Hotel,"701, Central Street, Nagar Road, Pune - 411001",9563951663,metrohotel101767@business.com,synthetic
15610,Galaxy House 10,Restaurant,"744, Central Street, Erandwane, Pune - 411014",7511407566,,synthetic
7008,Citi House 139,Restaurant,"741, Station Road, Koregaon Park, Pune - 411004",6411230477,,synthetic
2819,Urban Lodge 1284,Lodge,"701, MG Road, Camp, Pune - 411028",7312008590,urbanlodge12844@yahoo.com,synthetic
5501,Green Spice 282,Restaurant,"164, Central Street, Sinhagad Road, Pune - 411004",7445693583,greenspice28210@gmail.com,synthetic
951,The Bistro 133,Restaurant,"429, Central Street, Deccan Gymkhana, Pune - 411004",8369149611,,synthetic
11334,Lotus Platter 73,Restaurant,"109, Lane No. 3, Wagholi, Pune - 411045",6723804264,,synthetic
4603,Palace Hotel 1094,Hotel,"784, Main Rd, Sahakarnagar, Pune - 411028",9277315281,palacehotel10941@outlook.com,synthetic
12304,Phoenix Hotel 130,Hotel,"71, Market Lane, Talawade, Pune - 411014",8046378614,phoenixhotel13040@yahoo.com,synthetic
31,Elite Hotel 460,Hotel,"800, Main Rd, Shivaji Nagar, Pune - 411014",9923271937,,synthetic
6904,Urban Taste 117,Restaurant,"125, MG Road, Koregaon Park, Pune - 411004",6944376626,,synthetic
1640,Green Hotel 251,Hotel,"857, Lane No. 6, Bavdhan, Pune - 411018",8228058837,,synthetic
6418,Hotel Hotel 1101,Hotel,"891, Lane No. 9, Erandwane, Pune - 411001",7977065085,,synthetic
7977,Blue Table 40,Restaurant,"539, Main Rd, Bopodi, Pune - 411045",9882700036,bluetable4020@gmail.com,synthetic
14406,Saffron Room 197,Restaurant,"136, Lane No. 7, Undri, Pune - 411014",7655050102,,synthetic
4457,Lotus Platter 20,Restaurant,"319, Main Rd, NIBM Road, Pune - 411029",9449160730,,synthetic
11829,Urban Hotel 149,Hotel,"168, Station Road, Kharadi, Pune - 411045",9720715658,,synthetic
15482,Grand Hotel 360,Hotel,"34, Market Lane, Chinchwad, Pune - 411004",6100798746,,synthetic
16892,Blue Hotel 751,Hotel,"500, Main Rd, Hinjewadi, Pune - 411028",6160347258,,synthetic
6114,Sunrise Hotel 488,Hotel,"746, Market Lane, Wakad, Pune - 411029",8786491331,,synthetic
6358,Metro Chow 17,Restaurant,"454, Central Street, Nagar Road, Pune - 411029",7062737068,metrochow173@outlook.com,synthetic
1966,Sunrise Bistro 97,Restaurant,"163, Market Lane, Ambegaon, Pune - 411001",7190456244,sunrisebistro9724@yahoo.com,synthetic
17387,Ommart Hotel 919,Hotel,"140, Lane No. 4, Pashan, Pune - 411014",6149864629,ommarthotel91943@business.com,synthetic
1585,Royal Hotel 641,Hotel,"297, Main Rd, Deccan Gymkhana, Pune - 411018",6856977143,,synthetic
2026,Hotel Hotel 1751,Hotel,"217, Central Street, Narhe, Pune - 411045",6075121018,hotelhotel175150@yahoo.com,synthetic
18783,Ommart Hotel 1813,Hotel,"823, MG Road, Kothrud, Pune - 411029",7734717951,ommarthotel181357@gmail.com,synthetic
9618,Comfort Hotel 1766,Hotel,"60, MG Road, Bibwewadi, Pune - 411001",6800491209,,synthetic
13847,Urban Hotel 1993,Hotel,"179, Central Street, Ambegaon, Pune - 411018",8298110998,urbanhotel19932@yahoo.com,synthetic
19695,Sunrise Hotel 1859,Hotel,"64, MG Road, Magarpatta, Pune - 411029",,sunrisehotel185971@outlook.com,synthetic
15883,Blue Hotel 1298,Hotel,"848, MG Road, Ambegaon, Pune - 411004",9685346714,,synthetic
14577,Sunrise Hotel 1352,Hotel,"960, MG Road, Dhanori, Pune - 411004",7149721191,sunrisehotel135236@outlook.com,synthetic
18046,Blue Hotel 750,Hotel,"978, Main Rd, Model Colony, Pune - 411045",6288115998,bluehotel7502@yahoo.com,synthetic
2929,Hotel Tadka 152,Restaurant,"391, Station Road, Bopodi, Pune - 411029",7259634900,,synthetic
18458,Sunrise Hotel 714,Hotel,"376, Market Lane, Kharadi, Pune - 411045",8836190141,,synthetic
11323,Blue Hotel 1298,Hotel,"969, Market Lane, Kothrud, Pune - 411029",6789038860,bluehotel129893@info.com,synthetic
8484,City Dine 286,Restaurant,"417, Station Road, Dhanori, Pune - 411001",6650673690,citydine28641@yahoo.com,synthetic
18399,Metro Tadka 253,Restaurant,"492, Central Street, Kharadi, Pune - 411018",6388301442,,synthetic
14064,Blue Spice 293,Restaurant,"277, Market Lane, Chinchwad, Pune - 411014",9364209044,,synthetic
18497,Metro Fusion 135,Restaurant,"783, Market Lane, Bopodi, Pune - 411004",9874235189,metrofusion1353@info.com,synthetic
19752,Comfort Hotel 625,Hotel,"769, Market Lane, Shivaji Nagar, Pune - 411004",6357372197,,synthetic
1594,Ommart Hotel 295,Hotel,"681, Market Lane, Model Colony, Pune - 411018",,ommarthotel29542@gmail.com,synthetic
9660,Blue Hotel 1487,Hotel,"200, Lane No. 18, Viman Nagar, Pune - 411029",6427606290,,synthetic
6533,Royal Hotel 1932,Hotel,"497, Station Road, Aundh, Pune - 411018",9629482382,royalhotel193229@gmail.com,synthetic
701,Urban Hotel 400,Hotel,"861, Main Rd, Hadapsar, Pune - 411014",7892988085,urbanhotel40089@business.com,synthetic
13645,City Hotel 635,Hotel,"257, Market Lane, Bibwewadi, Pune - 411018",6344127519,cityhotel63540@yahoo.com,synthetic
15426,Grand Cafe 176,Restaurant,"294, Main Rd, Pashan, Pune - 411004",6993435177,,synthetic
9129,Lotus Hotel 1275,Hotel,"206, Market Lane, Kharadi, Pune - 411018",6894537818,lotushotel127556@outlook.com,synthetic
14809,Comfort Room 65,Restaurant,"915, Lane No. 19, Bavdhan, Pune - 411028",,comfortroom6589@business.com,synthetic
6199,Lotus Kitchen 200,Restaurant,"46, Main Rd, Shivaji Nagar, Pune - 411001",7051499228,lotuskitchen20087@yahoo.com,synthetic
3996,Saffron Hotel 279,Hotel,"709, Central Street, Ambegaon, Pune - 411029",7018872069,saffronhotel27999@info.com,synthetic
7472,City Lodge 892,Lodge,"185, Main Rd, Kharadi, Pune - 411014",7467895002,citylodge8925@yahoo.com,synthetic
1315,City Lodge 1793,Lodge,"493, Market Lane, Erandwane, Pune - 411029",8904733145,citylodge179394@gmail.com,synthetic
8740,Comfort Grill 62,Restaurant,"628, MG Road, Nagar Road, Pune - 411004",6716658112,comfortgrill6278@yahoo.com,synthetic
765,Lotus Spice 281,Restaurant,"834, Station Road, Baner, Pune - 411014",7330800370,lotusspice28198@yahoo.com,synthetic
